what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488578940292
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488578940331
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488578940443
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.findReplace",1488578950075
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488578950076
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488578953420
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488578957510
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488578958864
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488578971563
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488579039401
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.file.save",1488579116873
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488579120064
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488579126924
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488579126983
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488579138330
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488579138364
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488579140094
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488579141670
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.paste",1488579147754
activated,view,org.eclipse.linuxtools.callgraph,2.0.0.201702222021,"org.eclipse.linuxtools.callgraph.callgraphview",1488579167821
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488579168807
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488579199187
error,log,,,"Conflicting handlers for org.eclipse.linuxtools.tmf.ui.command.managecustomparsers: {org.eclipse.linuxtools.tmf.ui.commands.ManageCustomParsersCommandHandler} vs {org.eclipse.tracecompass.internal.tmf.ui.commands.ManageCustomParsersCommandHandler}",1488579252679
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488579253000
