what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488571249819
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488571300969
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488571404516
activated,view,org.eclipse.ui.ide,3.12.3.v20170119-0935,"org.eclipse.ui.views.ProblemView",1488571419573
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488571421046
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488571467658
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488571474623
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488571503461
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488571532645
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488571532872
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488571534413
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1488571541648
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1488571542625
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1488571544164
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488571544366
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1488571544482
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488571544598
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1488571544617
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1488571545439
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1488571547080
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1488571547981
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1488571548126
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1488571550282
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.file.save",1488571555898
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488571767337
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488571771995
activated,perspective,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.DebugPerspective",1488571777229
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488571777389
executed,command,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.commands.Resume",1488571781496
executed,command,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.commands.Resume",1488571785145
opened,editor,org.eclipse.cdt.debug.ui,8.1.0.201702131830,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1488571785269
executed,command,org.eclipse.debug.ui,3.11.202.v20161114-0338,"org.eclipse.debug.ui.commands.StepReturn",1488571801050
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488571812726
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488571831770
