what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488560087018
activated,view,org.eclipse.ui.navigator.resources,3.5.101.v20161006-0640,"org.eclipse.ui.navigator.ProjectExplorer",1488560087038
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488560087223
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.copy",1488560089898
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488560090794
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488560090864
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.paste",1488560092029
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.deletePreviousWord",1488560107714
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488560117451
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488560117502
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488560119491
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488560119544
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488560121487
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488560121516
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.deletePreviousWord",1488560138661
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.scroll.lineDown",1488560196257
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.scroll.lineDown",1488560196412
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.scroll.lineDown",1488560196527
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.scroll.lineDown",1488560196688
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.file.save",1488560226901
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488560227903
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488560227966
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.file.save",1488560228448
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488560230538
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488560230567
activated,view,org.eclipse.ui.navigator.resources,3.5.101.v20161006-0640,"org.eclipse.ui.navigator.ProjectExplorer",1488560230664
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488560231307
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488560245370
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488560262824
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488560295467
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488564946148
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488564954043
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488564954084
executed,command,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.edit.text.c.indent",1488564962517
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488564981066
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488564981111
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565136897
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565136941
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.file.save",1488565150911
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565152282
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565152324
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565159052
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565159084
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565174796
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565174861
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.file.save",1488565178109
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565183427
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565183486
activated,view,org.eclipse.ui.navigator.resources,3.5.101.v20161006-0640,"org.eclipse.ui.navigator.ProjectExplorer",1488565187736
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565188757
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565191516
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565199615
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565203081
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565208351
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565225206
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565225268
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.file.save",1488565233097
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565253669
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565253709
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.copy",1488565254992
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565255924
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565255970
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.paste",1488565258558
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.file.save",1488565265354
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565370072
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565370119
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565373758
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565373828
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565384392
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565384458
activated,view,org.eclipse.ui.navigator.resources,3.5.101.v20161006-0640,"org.eclipse.ui.navigator.ProjectExplorer",1488565384530
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565385019
started,bundle,org.eclipse.linuxtools.profiling.launch,3.3.0.201702222021,"org.eclipse.linuxtools.profiling.launch",1488565392815
started,bundle,org.eclipse.linuxtools.valgrind.launch,3.0.0.201702222021,"org.eclipse.linuxtools.valgrind.launch",1488565392939
started,bundle,org.eclipse.linuxtools.perf,1.3.0.201702222021,"org.eclipse.linuxtools.perf",1488565392957
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565397746
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565398657
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565401230
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565410951
activated,view,org.eclipse.ui.navigator.resources,3.5.101.v20161006-0640,"org.eclipse.ui.navigator.ProjectExplorer",1488565434028
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565434484
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565436660
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488565441752
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565446569
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488565446755
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565450411
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565471890
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565471974
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565475923
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565475956
activated,view,org.eclipse.ui.console,3.6.201.v20161107-0337,"org.eclipse.ui.console.ConsoleView",1488565487820
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.copy",1488565504234
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565505391
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565531026
activated,editor,org.eclipse.cdt.ui,6.1.0.201702131830,"org.eclipse.cdt.ui.editor.CEditor",1488565531132
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.deletePreviousWord",1488565535233
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.goto.wordPrevious",1488565539869
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.goto.wordPrevious",1488565540622
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.goto.wordPrevious",1488565540797
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.goto.wordPrevious",1488565541039
executed,command,org.eclipse.ui.workbench.texteditor,3.10.1.v20160818-1626,"org.eclipse.ui.edit.text.deletePreviousWord",1488565542744
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.edit.selectAll",1488565547669
executed,command,org.eclipse.ui,3.108.1.v20160929-1045,"org.eclipse.ui.file.save",1488565549017
activated,view,org.eclipse.ui.navigator.resources,3.5.101.v20161006-0640,"org.eclipse.ui.navigator.ProjectExplorer",1488565554501
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1488565554903
